"station","date","atemp_nValid","atemp_min","atemp_median","atemp_max","atemp_mean","atemp_sd","atemp_iqr","rh_nValid","rh_min","rh_median","rh_max","rh_mean","rh_sd","rh_iqr","bp_nValid","bp_min","bp_median","bp_max","bp_mean","bp_sd","bp_iqr","wspd_nValid","wspd_min","wspd_median","wspd_max","wspd_mean","wspd_sd","wspd_iqr","wdir_nValid","wdir_min","wdir_median","wdir_max","wdir_mean","wdir_sd","wdir_iqr","totpar_nValid","totpar_total","totprcp_nValid","totprcp_total"
"rkbhcmet",2002-06-18,96,22.5,27.2,31.1,26.89375,3.15670756193521,6.7,96,56,79.5,95,78.5520833333333,11.6337709790498,22,96,1014,1016,1018,1016.05208333333,1.11798495109603,2,96,0.2,1.8,5.2,1.865625,1.24010425071104,2,96,2,206,328,206.104166666667,56.6991096498677,71,0,NA,96,0.6
"rkbhcmet",2002-06-19,96,23.3,25.8,33,26.9135416666667,3.07679326543816,6.325,96,57,83,93,78.75,11.2540051350152,21.25,96,1017,1019,1021,1018.9375,1.15906041802469,2,96,0.2,1.5,5.6,1.68229166666667,1.05541159760109,1.3,96,37,136,354,136.770833333333,48.594883674089,57.5,0,NA,96,0
"rkbhcmet",2002-06-20,96,22.7,24.6,31,25.6729166666667,2.70366142253783,4.3,96,62,90.5,97,86.6041666666667,11.2216699823592,15.25,96,1018,1019,1021,1019.14583333333,0.767486213374089,1,96,0.2,2,5.9,2.06666666666667,1.24009054564718,1.35,96,45,158,316,166.197916666667,59.3898130183189,81.5,0,NA,96,28.7
"rkbhcmet",2002-06-21,96,22.1,23.15,25.5,23.3770833333333,1.07178937116411,2,96,86,95,97,94.1145833333333,3.33993315932698,4.25,96,1016,1017,1020,1017.40625,0.877533924970245,1,96,0.2,1.7,3.8,1.67291666666667,0.84273729023396,1.1,96,102,169.5,244,171.333333333333,30.5988189199885,42.75,0,NA,96,3.2
"rkbhcmet",2002-06-22,96,22,23.4,26.4,23.425,0.977537184647429,1.4,96,79,96,97,94.7708333333333,3.17383767921976,1,96,1015,1018,1019,1017.61458333333,1.14588317275979,2,96,0.2,1.3,5.3,1.38020833333333,0.944415139724237,0.95,96,115,186.5,353,197.9375,45.658183678746,51.75,0,NA,96,21.7
"rkbhcmet",2002-06-23,96,22.6,24.75,31.3,25.8260416666667,3.05687300811128,6.75,96,69,89,97,86.5625,10.1471411581889,21,96,1018,1019,1021,1019.20833333333,0.83245567818374,1,96,0.2,1.7,5.6,1.753125,1.03435239083257,1.3,96,108,174.5,347,196.135416666667,61.1081215709485,85.25,0,NA,96,0.3
"rkbhcmet",2002-06-24,96,21.9,24.1,31.6,25.1166666666667,2.84551971635066,3.325,96,61,95.5,97,89.15625,10.626013883514,13,96,1018,1020,1020,1019.65625,0.53955390931086,1,96,0.2,1.3,4.8,1.49270833333333,1.14416090068953,1.75,96,29,158,277,157.489583333333,50.0893926772119,62,0,NA,96,17.7
"rkbhcmet",2002-06-25,96,22,26.15,32.4,26.1020833333333,3.23227080570355,6.325,96,65,88.5,97,85.125,11.0560771571685,23,96,1019,1020,1021,1020.15625,0.785769820320376,1,96,0.2,1.1,4,1.20833333333333,1.00017542320984,1.7,96,0,158,349,168.21875,71.8585164164899,58.5,0,NA,96,0
"rkbhcmet",2002-06-26,96,23.1,27,30.9,26.8427083333333,2.56185561003478,5.15000000000001,96,65,82.5,97,82.9479166666667,11.3595494644413,24.25,96,1019,1020,1022,1020.44791666667,0.90460566188189,1,96,0.2,1.3,4,1.31041666666667,0.917144213726462,1.1,96,67,167.5,347,200.84375,73.4947657463119,137.5,0,NA,96,0
"rkbhcmet",2002-06-27,96,23,25.4,32.6,26.6614583333333,3.01747087516286,5.925,96,60,91,96,82.8958333333333,12.6511735812317,25.25,96,1017,1020,1021,1019.47916666667,0.940091447586117,1,96,0.2,0.8,5.2,1.1125,1.11442692376892,1.3,96,2,149,347,165.041666666667,63.9145674304736,62.75,0,NA,96,4.4
"rkbhcmet",2002-06-28,96,23.4,25.35,32,26.3052083333333,2.69952704597117,3.925,96,57,90,97,85.28125,11.9698772143375,19.25,96,1018,1019,1021,1019.29166666667,0.845005969043591,1,96,0.2,1,3.8,1.24479166666667,0.939974220437837,0.95,96,68,148.5,313,160.3125,50.9720898862154,37.25,0,NA,96,0.3
"rkbhcmet",2002-06-29,96,23.3,24.4,33.6,25.7177083333333,2.95210878389158,1.95,96,54,93,97,87.8125,12.0972484909847,8.75,96,1019,1020,1021,1020.17708333333,0.781291665555615,1,96,0.2,1.3,4.3,1.41979166666667,0.96011181275019,1.1,96,0,139.5,320,138.677083333333,46.3089157703413,39,0,NA,96,6.7
"rkbhcmet",2002-06-30,96,23.8,25.4,30.9,26.11875,2.10374665775136,3.175,96,69,89.5,97,86.0208333333333,9.81725566397911,20,96,1019,1020,1022,1020.4375,0.831137457755461,1,96,0.2,1.5,5.6,1.75833333333333,1.08905238061321,1.7,96,74,142.5,254,149.052083333333,42.3987015172738,47.75,0,NA,96,0
"rkbhcmet",2002-07-01,96,22.6,26.5,32.2,26.6802083333333,3.28837249111941,5.925,96,61,81.5,97,81.7708333333333,12.6161793921987,27,96,1018,1019,1020,1019.39583333333,0.589007491091076,1,96,0.2,1.3,4.1,1.38125,0.824916263693027,1.25,96,12,157,354,176.6875,79.2948279324831,71.5,0,NA,96,0
"rkbhcmet",2002-07-02,96,23.5,27.7,32.2,27.5989583333333,3.13461135983282,6.65,96,62,77,97,79.0833333333333,13.2836794733567,28.25,96,1017,1018.5,1020,1018.59375,0.877533924970245,1,96,0.2,0.9,3.8,1.23125,0.991470200205098,1.7,96,0,189.5,354,208.71875,115.141259066738,187,0,NA,96,0
"rkbhcmet",2002-07-03,96,23.8,27.8,33.1,28.2375,2.94576413105148,5.725,96,56,73,96,75.1041666666667,13.2676727556447,26.25,96,1016,1017,1019,1017.34375,0.737394060187631,1,96,0.2,0.9,3.7,1.125,0.945237369241465,1.5,96,0,218,355,201.802083333333,117.105945715535,211.25,0,NA,96,0
"rkbhcmet",2002-07-04,96,23.1,27.9,33.1,27.93125,3.25185979175966,6.525,96,57,74,96,76.0104166666667,13.8431018669316,27,96,1016,1018,1019,1017.60416666667,0.911668991946744,1,96,0.2,0.8,4.7,1.278125,1.27040839890171,2,96,0,193,355,194.635416666667,121.349440593915,226.25,0,NA,96,0
"rkbhcmet",2002-07-05,96,23.7,28.5,32.6,28.2770833333333,3.27389930612819,6.925,96,59,73,96,75.8854166666667,13.7610203046344,29,96,1016,1017,1019,1017.34375,0.662183390085604,1,96,0.2,0.9,3.7,1.15208333333333,0.881145088317847,1.475,96,1,152.5,354,165.197916666667,106.813819310116,192.5,0,NA,96,0
"rkbhcmet",2002-07-06,96,23.2,25.1,31,25.7,1.84921035779287,2.075,96,67,90,97,86.8854166666667,9.04127353822361,12.5,96,1015,1017,1018,1016.67708333333,0.760813853250745,1,96,0.2,0.6,3.7,0.767708333333333,0.764129334832054,0.7,96,6,147.5,338,154.9375,69.496355451582,80.25,0,NA,96,46.6
"rkbhcmet",2002-07-07,96,21.7,23,31.3,24.203125,2.58348818155039,1.9,96,61,97,97,92.0729166666667,9.48932340959722,4.25,96,1016,1018,1019,1017.6875,0.729996395088432,1,96,0.2,1.1,7.8,1.365625,1.1879064401401,1.5,96,15,150,348,160.135416666667,71.2380176135522,63.5,0,NA,96,76.7
"rkbhcmet",2002-07-08,96,22.5,24.35,28.3,24.4916666666667,1.58131635149605,2.725,96,76,95.5,98,91.84375,6.67332178785127,11,96,1017,1019,1021,1019.14583333333,0.917423929634859,2,96,0.2,1.7,4.8,1.82083333333333,1.00639185281058,1.25,96,75,158.5,247,165.03125,33.1444853315712,37.5,0,NA,96,20
"rkbhcmet",2002-07-09,96,22.2,23.8,28.2,24.7447916666667,1.91079315533004,3.7,96,69,89,96,86.46875,7.84313729521414,12,96,1018,1020,1021,1019.57291666667,0.644732366615329,1,96,0.2,1.4,5,1.646875,1.20341208980745,1.6,96,91,168,251,172.520833333333,33.0400010088781,49,0,NA,96,2.2
"rkbhcmet",2002-07-10,96,22.5,23.6,27.5,24.0104166666667,1.30371769358301,0.699999999999999,96,83,94,97,92.625,3.78709720804179,6,96,1018,1019,1020,1018.86458333333,0.674650656837989,1,96,0.2,1.1,3.8,1.24375,0.811472021763698,1.1,96,121,179.5,317,190.75,44.621920504094,46.75,0,NA,96,5.6
"rkbhcmet",2002-07-11,96,22.2,26.65,31.1,26.609375,3.09699610403711,6.5,96,60,85.5,98,82.6979166666667,13.6290091478022,27,96,1016,1018,1019,1017.38541666667,0.92189497822539,1,96,0.2,1.1,4.6,1.33020833333333,1.07342244508583,1.9,96,0,263.5,347,245.583333333333,71.7029936491191,128.75,0,NA,96,0.6
"rkbhcmet",2002-07-12,96,24.4,28.45,32.2,28.2479166666667,2.7347656174627,5.34999999999999,96,66,78,97,81.2291666666667,11.1586446702632,24,96,1015,1016,1017,1015.98958333333,0.732620267355709,2,96,0.2,1.7,4.7,1.740625,1.23710852393798,2.3,96,168,265.5,353,262.083333333333,46.7444714809686,79.75,0,NA,96,0
"rkbhcmet",2002-07-13,96,25,28.8,32.2,28.8177083333333,2.32243043255015,4.525,96,64,76,95,77.09375,10.1193697796277,17,96,1014,1016,1018,1016.11458333333,1.15046710574597,2,96,0.2,2.2,6.3,2.19166666666667,1.29083136545216,1.625,96,0,289,345,277.427083333333,51.2516484544472,41.25,0,NA,96,0
"rkbhcmet",2002-07-14,96,26,28.9,32.8,29.128125,2.39251917992642,4.8,96,63,77,93,77.84375,9.95815257121415,19.25,96,1017,1019,1020,1018.8125,0.965864761155569,2,96,0.2,1.5,3.7,1.50520833333333,0.776140219516343,1.1,96,0,284,355,194.541666666667,144.28421634995,285.25,0,NA,96,0
"rkbhcmet",2002-07-15,96,24.3,29.05,34.5,28.909375,3.29644395722996,6.775,96,52,82,96,79.8854166666667,13.257664946157,26.25,96,1018,1019,1021,1019.57291666667,0.981350215577515,1,96,0.2,1,4.3,1.34270833333333,1.01491454570704,1.5,96,0,94.5,354,104.135416666667,78.5995339200948,98.5,0,NA,96,0
"rkbhcmet",2002-07-16,96,25.1,29.75,35.4,30.0552083333333,3.26834481823402,6.375,96,53,77.5,96,76.6875,14.8631033806962,30,96,1018,1019,1021,1019.5,0.807856162288417,1,96,0.2,0.8,3.5,1.07395833333333,0.91757630305595,1.7,96,0,180,355,175.395833333333,122.038257950156,260,0,NA,96,0
"rkbhcmet",2002-07-17,96,25.1,28.4,34,28.4385416666667,2.71701731942126,4.125,96,66,88,95,83.8229166666667,9.11447061333808,13,96,1017,1019,1020,1018.83333333333,0.969716905696184,2,96,0.2,1.3,4,1.28125,0.96095484312548,1.45,96,0,64,353,121.072916666667,112.90547931244,200.25,0,NA,96,5.1
"rkbhcmet",2002-07-18,96,25.4,26.65,33.6,28.0875,2.77959671440604,5.15,96,60,90,96,84.8020833333333,11.3365917013672,20,96,1016,1017,1018,1017.05208333333,0.716273862160302,1,96,0.2,0.8,5.4,1.20416666666667,1.11609438071637,1.7,96,12,241,354,217.71875,104.774916958613,151.25,0,NA,96,0.6
"rkbhcmet",2002-07-19,96,24.6,28.45,33,28.5645833333333,2.92484742442069,6.225,96,59,78.5,97,79.1875,14.2757154858024,31,96,1016,1018,1019,1017.78125,0.860882350296852,1,96,0.2,1.3,4.4,1.47291666666667,1.2097393513669,2.3,96,1,266,333,256.510416666667,51.9746891419613,55.25,0,NA,96,0
"rkbhcmet",2002-07-20,96,24.7,28.75,33.4,28.95,2.92884025907148,5.175,96,58,78.5,96,78.7604166666667,12.9197888133845,24.25,96,1017,1019,1021,1018.96875,1.09979064993489,2,96,0.2,0.8,3.7,0.99375,0.949328017184011,1.125,96,0,175.5,355,174.885416666667,108.196689295752,200.5,0,NA,96,0
"rkbhcmet",2002-07-21,96,23.3,27.45,33,27.8489583333333,2.96029851950127,5.05,96,60,83.5,93,79.3958333333333,9.70781472148427,18,96,1018,1019,1021,1019.28125,0.854746807694043,1,96,0.2,1.5,6.9,1.77083333333333,1.46667663473487,1.9,96,0,167.5,346,165.5625,94.5802708368873,99.75,0,NA,96,0
"rkbhcmet",2002-07-22,96,23.3,28.65,33.2,28.1885416666667,3.72651579308881,8.1,96,48,79,96,75.0104166666667,16.4812459874321,34,96,1018,1020,1021,1019.52083333333,0.858139562525776,1,96,0.2,1.3,4.4,1.51145833333333,1.0925460165346,1.75,96,120,202,332,214.989583333333,60.4323884565338,106,0,NA,96,0
"rkbhcmet",2002-07-23,96,24.2,27.5,33.9,28.3510416666667,3.16756571955805,6.05,96,51,83,95,77.5104166666667,14.5283713664472,26.75,96,1019,1020,1022,1020.20833333333,0.92811826227692,2,96,0.2,1.1,4,1.30833333333333,1.0028030888902,1.6,96,11,158.5,336,174.270833333333,76.5209952842894,86,0,NA,96,0
"rkbhcmet",2002-07-24,96,24.6,25.5,35.2,27.1364583333333,2.98046692886116,3.85,96,51,93,96,85.4791666666667,14.057011112022,16.5,96,1018,1020,1021,1020.01041666667,0.967849397447945,1,96,0.2,0.9,4.4,1.12291666666667,0.764815652596193,0.9,96,0,149,354,152.9375,58.305693953236,41.5,0,NA,96,8.1
"rkbhcmet",2002-07-25,96,23.3,25.2,33,27.153125,3.47384068128453,6.775,96,62,96,97,86.0520833333333,13.6268850297504,27.25,96,1018,1020,1022,1019.86458333333,0.828693221970803,1,96,0.2,1.2,5.2,1.43125,1.16079033874611,1.75,96,0,163,347,165.4375,71.2151392095219,78.25,0,NA,96,8.7
"rkbhcmet",2002-07-26,96,22.8,26.2,32.7,26.95625,3.53698689788208,7.075,96,62,92.5,97,85.3229166666667,12.5928089685859,22.25,96,1019,1021,1022,1020.67708333333,0.911849383530863,1,96,0.2,1.1,4.7,1.35833333333333,1.01718565988057,1.3,96,18,150.5,326,163.677083333333,72.4533236013172,102.75,0,NA,96,4.8
"rkbhcmet",2002-07-27,96,23.6,27.25,33.1,27.4541666666667,3.06112867614706,5.35,96,59,89.5,97,85.4583333333333,11.9762191263104,20,96,1019,1020,1022,1020.375,0.714511242591377,1,96,0.2,0.9,3.8,1.13020833333333,0.930887498620386,1.1,96,61,179,342,201,65.5820899813035,100.5,0,NA,96,6.1
"rkbhcmet",2002-07-28,96,23.9,25.5,34.2,27.68125,3.85189802838193,7.725,96,52,93,97,81.9895833333333,16.0541811518414,31.5,96,1019,1021,1022,1020.55208333333,0.844421841033281,1,96,0.2,0.9,7.4,1.1625,1.12626537024385,1.55,96,2,178,354,185.604166666667,72.8940802111157,69.5,0,NA,96,2.8
"rkbhcmet",2002-07-29,96,23,24.4,32.9,27.09375,3.94690585008988,8.225,96,50,92,97,80.2083333333333,17.7455208086979,35,96,1019,1020,1022,1020.25,0.894427190999916,1,96,0.2,1.45,4.4,1.71666666666667,1.07003853021298,1.45,96,55,159,355,173.125,67.3331466038752,106.25,0,NA,96,2.1
"rkbhcmet",2002-07-30,96,23.2,25.95,33.6,27.3229166666667,3.66762447617605,7.5,96,50,81,96,79.8854166666667,13.6666091676155,22.5,96,1019,1020,1021,1020.17708333333,0.781291665555615,1,96,0.2,1.5,6.7,1.678125,1.1593285829125,1.5,96,38,152,323,164.010416666667,62.8365456505865,78.25,0,NA,96,0
"rkbhcmet",2002-07-31,96,23.8,29.45,34.8,28.8875,3.83175787609977,8.5,96,60,77,96,79.1770833333333,12.250881636731,26,96,1016,1018,1021,1018.23958333333,1.11208473424481,2,96,0.2,1.3,4.4,1.48020833333333,1.11190872321964,2.025,96,0,89,355,102.375,89.6962417800974,129.5,0,NA,96,0
"rkbhcmet",2002-08-01,96,25.1,29.3,35,29.6197916666667,2.91589544941684,5.475,96,53,76,94,75.8229166666667,12.3356520461429,23.25,96,1013,1016,1018,1015.39583333333,1.22671290912076,2,96,0.2,1.5,5.9,1.65625,1.09696351232319,1.45,96,0,70.5,355,97.0104166666667,100.11735164734,84.25,0,NA,96,0
"rkbhcmet",2002-08-02,96,24.4,27.95,33.7,28.7833333333333,2.85913739905354,5.225,96,58,81.5,94,77.0833333333333,12.018114981947,21.25,96,1013,1014,1016,1014.20833333333,0.819713257524486,1,96,0.2,0.8,4.3,1.175,1.0763486032831,1.3,96,0,164.5,355,174.114583333333,110.765173112136,212.75,0,NA,96,0
"rkbhcmet",2002-08-03,96,24.3,28.75,33.6,28.671875,3.35674350728265,7.125,96,58,75.5,96,78.2291666666667,13.8613276243213,29,96,1014,1017,1018,1016.67708333333,1.20956531266982,3,96,0.2,0.9,5.2,1.53229166666667,1.40895592487686,2.6,96,0,251,353,237.229166666667,75.2571002653629,121.25,0,NA,96,0
"rkbhcmet",2002-08-04,96,24.4,26,34.1,27.9520833333333,3.41757005600753,6.15,96,55,91,94,82.5,13.6374098482234,25,96,1016,1018,1021,1018.39583333333,1.10003987168568,1,96,0.2,1.3,6.3,1.56770833333333,1.3057359120166,2.05,96,0,180,335,193.333333333333,69.840972240575,83.75,0,NA,96,1.3
"rkbhcmet",2002-08-05,96,22.7,27.3,34.4,27.7989583333333,3.99113477575559,7.875,96,51,84,96,79.7291666666667,14.7208975460535,25.25,96,1016,1017,1019,1017.46875,0.950934443476244,1,96,0.2,0.8,3.7,0.904166666666667,0.821669246641976,0.95,96,2,160.5,355,177.322916666667,84.8304184261216,83.75,0,NA,96,0
"rkbhcmet",2002-08-06,96,24.5,28.95,34.6,29.1166666666667,3.28661293148486,5.75,96,52,78,96,77.34375,13.7196195474334,25.25,96,1012,1015,1016,1014.125,1.18986951960465,2,96,0.2,1.45,5.8,1.63854166666667,1.24759725212457,1.775,96,0,68,355,72.8854166666667,48.2235735739857,51,0,NA,96,0
"rkbhcmet",2002-08-07,96,22.7,25.9,34,27.1125,3.6503280314024,7.25,96,59,91,97,84.8125,12.6601841676136,25.25,96,1011,1013,1015,1013.21875,0.908476167749282,2,96,0.2,1.2,5,1.47395833333333,1.3315795757921,2.3,96,14,109.5,339,105.520833333333,62.0130680908072,108.75,0,NA,96,4.4
"rkbhcmet",2002-08-08,96,22.6,26.15,32.4,26.6458333333333,3.40667816800338,7.34999999999999,96,60,88.5,98,84.46875,12.2525641784636,24.25,96,1014,1015,1017,1015.47916666667,0.983860994317973,1,96,0.2,1.3,4,1.2875,0.836313967736746,1.15,96,0,148.5,355,163.760416666667,81.9492454981698,46.75,0,NA,96,1.9
"rkbhcmet",2002-08-09,96,22.8,27.35,33.4,27.90625,3.72682487973483,7.45,96,39,70,96,69.5416666666667,20.6932059364861,44.25,96,1015,1016.5,1017,1016.33333333333,0.749268649265355,1,96,0.2,2,5.2,2.18645833333333,1.05257776726489,1.425,96,103,152.5,301,152.822916666667,26.6600409806084,28.5,0,NA,96,0
"rkbhcmet",2002-08-10,96,23.2,27.4,33.6,27.7260416666667,3.30576035657271,6,96,44,73.5,91,71.6354166666667,15.3562055288933,26.25,96,1015,1017,1018,1016.8125,0.849922597094954,1,96,0.2,1.7,5.2,1.94895833333333,1.09419470909135,1.05,96,82,156,248,155.59375,34.5371129519048,37,0,NA,96,0
"rkbhcmet",2002-08-11,96,24.2,26.25,29.7,26.4010416666667,1.80394274571688,3.075,96,64,85,93,83.875,7.90769112619913,10,96,1016,1018,1019,1017.82291666667,0.807788295176751,1,96,0.2,1.1,3.5,1.2375,0.814248119432891,1.1,96,41,148,239,145.729166666667,35.2821646211068,44.75,0,NA,96,0
"rkbhcmet",2002-08-12,96,22.6,27.7,33.5,27.71875,3.91610204963531,7.9,96,56,75.5,97,78.0104166666667,15.5580372132806,33,96,1017,1019,1021,1018.77083333333,0.900048731624152,1,96,0.2,0.9,4.4,1.21770833333333,1.03435663112433,1.05,96,0,172,355,193.9375,88.1777884074048,116.25,0,NA,96,0
"rkbhcmet",2002-08-13,96,23.9,25.25,34.4,26.7052083333333,3.21183239359737,3.85,96,54,84.5,96,82.5,11.5092640031731,18,96,1018,1020,1021,1019.55208333333,0.765984631791233,1,96,0.2,1.4,4.6,1.50833333333333,0.954839933311136,1.125,96,1,155.5,343,161.010416666667,63.6962354983924,32.25,0,NA,96,0
"rkbhcmet",2002-08-14,96,23,24.6,34.5,25.9770833333333,3.5739843361559,2.625,96,55,94,96,87.4895833333333,12.8513728872724,6,96,1017,1019,1021,1018.84375,1.03951532228398,1.25,96,0.2,1.3,4.4,1.38125,1.02447033811829,1.4,96,26,142,299,145.760416666667,49.1523399435858,52.25,0,NA,96,15.1
"rkbhcmet",2002-08-15,96,23.2,27.75,32.9,27.696875,3.48897370296768,7.625,96,51,77,97,78.0416666666667,15.9062494614483,32.25,96,1018,1020,1022,1019.97916666667,0.994502432233978,2,96,0.2,1.5,5.2,1.74791666666667,1.11090093041323,1.6,96,99,172,299,175.677083333333,37.6226401020132,39.25,0,NA,96,1.7
"rkbhcmet",2002-08-16,96,23.5,25.65,32.7,26.7270833333333,2.56471929998573,3.45,96,62,90,96,85.8541666666667,10.3598203262886,13,96,1020,1021,1023,1021.27083333333,0.864251019415889,1,96,0.2,1.9,5.9,2.11770833333333,1.28955274104234,1.1,96,44,160.5,302,166.0625,41.0493445040299,42,0,NA,96,3.7
"rkbhcmet",2002-08-17,96,23.6,24.55,33.8,26.1791666666667,3.17131606971539,3.09999999999999,96,62,95,97,89.3229166666667,10.752228451194,6.25,96,1020,1021,1022,1020.82291666667,0.767700485272557,1,96,0.2,1.4,5.8,1.53020833333333,1.05012478372978,1.2,96,73,156,331,166.479166666667,52.9633396877236,47.5,0,NA,96,7.7
"rkbhcmet",2002-08-18,96,22.9,25,33.6,26.45,3.49179489359661,7.25,96,59,94,97,86.53125,12.7452390491922,22.25,96,1017,1019,1021,1018.84375,1.08896981737691,2,96,0.2,1.1,4.1,1.26458333333333,1.00577063061292,1,96,5,163.5,354,181.229166666667,69.7744455056007,74.75,0,NA,96,1.1
"rkbhcmet",2002-08-19,96,22,23.95,32.5,26.3541666666667,3.81627861353706,7.4,96,57,95,97,83.9895833333333,15.0259388298801,30,96,1016,1017,1018,1017.33333333333,0.70586515286922,1,96,0.2,0.8,3.3,0.972916666666667,0.80517787072719,1.125,96,0,161.5,354,168.114583333333,83.7839162798743,73.25,0,NA,96,1.7
"rkbhcmet",2002-08-20,96,22,22.9,32.7,25.2354166666667,3.89488136882152,6.45,96,55,95,97,87.1770833333333,13.7672340161755,19,96,1016,1018,1019,1017.75,0.99472291830968,1,96,0.2,1.3,3.5,1.334375,0.841781084805807,1.1,96,24,170,349,183.458333333333,59.3215886266794,49.25,0,NA,96,3.9
"rkbhcmet",2002-08-21,96,22.3,24.5,32.2,25.68125,3.37212450603629,5.5,96,55,93,97,87.0416666666667,12.9589771092976,17,96,1018,1019,1021,1019.29166666667,0.972426879044239,1.25,96,0.2,1.4,5.3,1.53854166666667,1.02406514920905,1.4,96,28,159.5,335,164.21875,58.2052996547113,56.75,0,NA,96,1.2
"rkbhcmet",2002-08-22,96,23.3,25.4,33.4,26.909375,3.50332407939419,7.2,96,49,94,97,84.7291666666667,15.5512593273557,28,96,1019,1020,1022,1020.34375,0.971467961386272,1,96,0.2,0.9,3.3,1.07083333333333,0.800120604944117,1.2,96,0,156,354,158.458333333333,70.7097725199605,64,0,NA,96,4.6
"rkbhcmet",2002-08-23,96,23.2,27.45,33.3,28.0385416666667,3.68754289300061,7.84999999999999,96,54,84.5,97,81.15625,14.2816246495831,29,96,1016,1019,1020,1018.38541666667,1.08937250568405,2,96,0.2,1.1,3.7,1.28229166666667,0.873949871098441,1.15,96,0,154,350,144.239583333333,77.9409688622934,69.5,0,NA,96,0
"rkbhcmet",2002-08-24,96,23.9,26.3,34.2,27.9625,3.1099923844889,5.7,96,55,84,97,80.09375,12.9469184506747,25.25,96,1015,1017,1018,1016.78125,0.784093509461051,1,96,0.2,1.1,3.8,1.17083333333333,0.866562071961036,1.7,96,0,161.5,354,172.96875,97.1869011235568,118.25,0,NA,96,0
"rkbhcmet",2002-08-25,96,23.6,26.8,32.6,27.5614583333333,2.91595862333169,5.625,96,62,84,96,81.6354166666667,11.7259225126184,24,96,1014,1016,1018,1016.07291666667,0.885494707603034,1,96,0.2,0.9,4.6,1.16770833333333,0.899180304109385,0.925,96,0,209,353,218.96875,95.8782619701726,123.5,0,NA,96,0
"rkbhcmet",2002-08-26,96,24.2,27.95,32.3,27.8541666666667,2.7342242878265,5.325,96,62,79.5,97,81.4479166666667,12.8160013401559,27,96,1014,1016,1016,1015.39583333333,0.71787943081898,1,96,0.2,1.3,5.6,1.56145833333333,1.21025180430544,1.6,96,49,274,352,252.979166666667,62.4604260677223,98.75,0,NA,96,1.5
"rkbhcmet",2002-08-27,96,24.5,26.25,32.4,27.0125,2.19138264452761,3.725,96,64,85,97,84.0520833333333,10.6032465650525,20.5,96,1015,1016,1017,1015.89583333333,0.839538302523184,2,96,0.2,1.1,4.3,1.2375,1.01143462467922,1.45,96,43,209,325,217.65625,63.6754646832795,93.25,0,NA,96,0.6
"rkbhcmet",2002-08-28,96,22.6,25.15,32,26.2104166666667,3.18428639173071,5.7,96,64,91,97,84.8958333333333,10.8224709374977,19.75,96,1014,1015,1017,1015.38541666667,0.886979400065385,1,96,0.2,1.4,6.1,1.575,1.25563990815336,1.4,96,18,219.5,354,223.072916666667,77.7786663744144,129,0,NA,96,2.9
"rkbhcmet",2002-08-29,96,22.9,24,33,26.3447916666667,3.65789326170613,7,96,56,93.5,97,84.7604166666667,14.2287661126227,25.5,96,1012,1014,1015,1013.77083333333,0.801040989379861,1,96,0.2,1.2,5.2,1.55520833333333,1.31428345830416,1.9,96,92,187,336,200.833333333333,57.4188061374112,63.25,0,NA,96,0.6
"rkbhcmet",2002-08-30,96,23,24.1,32.4,25.40625,2.84848297575357,2.225,96,58,96,98,90.2708333333333,11.8076506568872,2.25,96,1013,1015,1017,1014.73958333333,1.08816399370361,1,96,0.2,1.4,5.6,1.53958333333333,1.12094688983224,1.2,96,21,158,287,164.552083333333,37.431444645453,31.75,0,NA,96,11
"rkbhcmet",2002-08-31,96,23.4,24.6,32.4,25.6510416666667,2.68233970106879,1.6,96,59,97,98,91.8541666666667,11.0691407612778,2.25,96,1015,1017,1018,1016.8125,0.874341857748173,1,96,0.2,1.1,5.3,1.26770833333333,1.05276526015179,1.625,96,37,159,310,160.739583333333,45.0513729662077,36.5,0,NA,96,19.4
"rkbhcmet",2002-09-01,96,23.1,26.5,32.4,27.3052083333333,3.24615950549071,6.8,96,65,87,98,84.6979166666667,12.1014307911496,25,96,1014,1016,1018,1016.15625,0.966035032600022,2,96,0.2,0.9,4,1.203125,0.896126533006302,1.4,96,0,181,353,195.239583333333,80.5982557982448,85.25,0,NA,96,0
"rkbhcmet",2002-09-02,96,23.9,24.9,33.2,26.9291666666667,3.535471878478,6.95,96,55,94.5,97,86.2083333333333,13.8646970598497,27,96,1013,1015,1016,1014.76041666667,0.903149945779439,1,96,0.2,0.9,6.8,1.20625,1.06561694509998,1.2,96,9,177,340,195.072916666667,67.3656549682273,87.75,0,NA,96,3.2
"rkbhcmet",2002-09-03,96,23.9,25.55,33.1,27.5333333333333,3.52168221366368,7,96,63,93,98,84.4583333333333,13.205992791685,25,96,1013,1015,1017,1015.08333333333,0.991189255566704,2,96,0.2,0.8,3.7,1.028125,0.845384138782638,1.2,96,8,189,353,195.854166666667,80.5780405199524,92.5,0,NA,96,1.6
"rkbhcmet",2002-09-04,96,24,28.25,32.3,27.83125,2.98858574192579,6.225,96,65,82,98,83.46875,11.7410240071657,25,96,1014,1015,1017,1015.54166666667,0.8067696034076,1,96,0.2,1,4.4,1.31875,1.02447033811829,1.5,96,3,277,354,239.03125,92.5694564978956,150.5,0,NA,96,0.3
